x_rel_mm,y_rel_mm,value
24,100,1.957381
26,100,1.964472
28,100,1.9593
30,100,1.951198
32,100,1.962892
34,100,1.977602
36,100,1.976586
38,100,1.974516
40,100,1.973136
42,100,1.195146
44,100,1.167021
46,100,1.15982
48,100,1.180925
50,100,1.145493
52,100,1.142265
54,100,1.152391
56,100,1.177798
58,100,1.139195
60,100,1.146831
62,100,1.163955
64,100,1.14738
66,100,1.152907
68,100,1.145442
70,100,1.158987
72,100,1.166628
74,100,1.145187
76,100,1.160291
78,100,1.162457
80,100,1.179207
82,100,1.170808
84,100,1.183907
86,100,1.152191
88,100,1.174943
90,100,1.158582
92,100,1.149553
94,100,1.162353
96,100,1.142948
98,100,1.201521
100,100,1.165478
102,98,1.177924
100,98,1.159752
98,98,1.165764
96,98,1.147845
94,98,1.146311
92,98,1.138451
90,98,1.148418
88,98,1.154732
86,98,1.155426
84,98,1.154716
82,98,1.167746
80,98,1.158433
78,98,1.15312
76,98,1.171701
74,98,1.148624
72,98,1.164657
70,98,1.159327
68,98,1.182056
66,98,1.151016
64,98,1.148959
62,98,1.162205
60,98,1.157039
58,98,1.146753
56,98,1.158511
54,98,1.15236
52,98,1.15933
50,98,1.135455
48,98,1.112461
46,98,1.220528
44,98,1.158991
42,98,1.151223
40,98,1.969201
38,98,1.973996
36,98,1.98005
34,98,1.978349
32,98,1.96199
30,98,1.959351
28,98,1.957981
26,98,1.968627
24,98,1.956468
22,98,1.956567
20,98,1.956213
18,98,1.963021
16,98,1.965465
14,98,1.966661
12,98,1.969029
10,98,1.958149
8,98,1.954149
6,98,1.964294
4,98,1.961983
2,98,1.95852
0,98,1.94954
-2,98,1.952221
-4,98,1.953466
-6,98,1.954981
-8,98,1.96251
-10,98,1.960329
-12,98,1.964897
-14,98,1.959022
-16,98,1.957441
-18,98,1.956786
-20,98,1.964142
-22,98,1.960397
-24,98,1.954504
-26,98,1.960702
-28,98,1.956279
-30,98,1.946489
-32,98,1.953556
-34,98,1.963679
-36,98,1.958661
-38,98,1.97775
-40,98,1.970805
-42,98,1.150864
-44,98,1.143741
-46,98,1.157591
-48,98,1.163081
-50,98,1.160605
-52,98,1.155821
-54,98,1.152551
-56,98,1.148777
-58,98,1.156575
-60,98,1.168663
-62,98,1.152386
-64,98,1.156763
-66,98,1.260985
-68,98,1.219629
-70,98,1.172218
-72,98,1.184464
-74,98,1.180543
-76,98,1.139593
-78,98,1.128678
-80,98,1.13259
-82,98,1.132936
-84,98,1.140711
-86,98,1.150084
-88,98,1.13583
-90,98,1.118404
-92,98,1.115199
-94,98,1.14119
-96,98,1.116721
-98,98,1.167139
-100,98,1.142932
-102,98,1.123375
-104,96,1.154071
-102,96,1.132232
-100,96,1.145239
-98,96,1.188371
-96,96,1.163637
-94,96,1.155911
-92,96,1.168648
-90,96,1.143522
-88,96,1.167907
-86,96,1.119508
-84,96,1.147443
-82,96,1.129423
-80,96,1.140084
-78,96,1.13288
-76,96,1.133528
-74,96,1.17573
-72,96,1.097437
-70,96,1.132532
-68,96,1.255787
-66,96,1.287117
-64,96,1.182502
-62,96,1.153453
-60,96,1.143601
-58,96,1.142396
-56,96,1.160483
-54,96,1.155929
-52,96,1.142632
-50,96,1.148592
-48,96,1.151046
-46,96,1.154388
-44,96,1.150892
-42,96,1.145612
-40,96,1.973979
-38,96,1.96953
-36,96,1.96049
-34,96,1.963362
-32,96,1.952146
-30,96,1.947205
-28,96,1.956085
-26,96,1.961339
-24,96,1.95784
-22,96,1.95692
-20,96,1.963402
-18,96,1.958846
-16,96,1.957652
-14,96,1.96003
-12,96,1.962244
-10,96,1.962993
-8,96,1.961088
-6,96,1.951008
-4,96,1.957845
-2,96,1.954444
0,96,1.952953
2,96,1.955824
4,96,1.958229
6,96,1.961417
8,96,1.951841
10,96,1.95662
12,96,1.968467
14,96,1.967791
16,96,1.966263
18,96,1.956556
20,96,1.956156
22,96,1.955638
24,96,1.961504
26,96,1.968164
28,96,1.962473
30,96,1.961381
32,96,1.964217
34,96,1.977286
36,96,1.977276
38,96,1.974055
40,96,1.973987
42,96,1.152277
44,96,1.166703
46,96,1.200804
48,96,1.136129
50,96,1.1502
52,96,1.151882
54,96,1.158566
56,96,1.177526
58,96,1.135867
60,96,1.154251
62,96,1.195958
64,96,1.144337
66,96,1.168773
68,96,1.13688
70,96,1.16083
72,96,1.169169
74,96,1.13501
76,96,1.163824
78,96,1.153009
80,96,1.19366
82,96,1.176579
84,96,1.182758
86,96,1.158917
88,96,1.156765
90,96,1.182489
92,96,1.17569
94,96,1.167751
96,96,1.148064
98,96,1.163833
100,96,1.18527
102,96,1.201217
104,96,1.171988
106,94,1.18256
104,94,1.15193
102,94,1.164367
100,94,1.163668
98,94,1.156689
96,94,1.158196
94,94,1.185978
92,94,1.127557
90,94,1.135426
88,94,1.141554
86,94,1.1494
84,94,1.134966
82,94,1.184072
80,94,1.161657
78,94,1.143973
76,94,1.189103
74,94,1.158609
72,94,1.144193
70,94,1.170791
68,94,1.126609
66,94,1.163442
64,94,1.164593
62,94,1.190517
60,94,1.162679
58,94,1.156111
56,94,1.159377
54,94,1.149658
52,94,1.179643
50,94,1.159943
48,94,1.136171
46,94,1.133083
44,94,1.24223
42,94,1.163651
40,94,1.965965
38,94,1.968741
36,94,1.967023
34,94,1.965848
32,94,1.970768
30,94,1.970697
28,94,1.965723
26,94,1.977478
24,94,1.968711
22,94,1.96945
20,94,1.963533
18,94,1.968761
16,94,1.972629
14,94,1.978278
12,94,1.978513
10,94,1.95784
8,94,1.967249
6,94,1.957889
4,94,1.965954
2,94,1.960181
0,94,1.957406
-2,94,1.950342
-4,94,1.953457
-6,94,1.96221
-8,94,1.967832
-10,94,1.966309
-12,94,1.976642
-14,94,1.964526
-16,94,1.968881
-18,94,1.969673
-20,94,1.971302
-22,94,1.967754
-24,94,1.974168
-26,94,1.969178
-28,94,1.968045
-30,94,1.959064
-32,94,1.960678
-34,94,1.955552
-36,94,1.95964
-38,94,1.96489
-40,94,1.96577
-42,94,1.149962
-44,94,1.156886
-46,94,1.170717
-48,94,1.170636
-50,94,1.153922
-52,94,1.164987
-54,94,1.134081
-56,94,1.16465
-58,94,1.173422
-60,94,1.172901
-62,94,1.166231
-64,94,1.167669
-66,94,1.162441
-68,94,1.212406
-70,94,1.212794
-72,94,1.265034
-74,94,1.144686
-76,94,1.12735
-78,94,1.125179
-80,94,1.134712
-82,94,1.136775
-84,94,1.133433
-86,94,1.148344
-88,94,1.150715
-90,94,1.134088
-92,94,1.126252
-94,94,1.149998
-96,94,1.151327
-98,94,1.180139
-100,94,1.14174
-102,94,1.14367
-104,94,1.1311
-106,94,1.132398
-108,92,1.129051
-106,92,1.126777
-104,92,1.17265
-102,92,1.146771
-100,92,1.151713
-98,92,1.159856
-96,92,1.149034
-94,92,1.146745
-92,92,1.151566
-90,92,1.141891
-88,92,1.148017
-86,92,1.14668
-84,92,1.15759
-82,92,1.145259
-80,92,1.144248
-78,92,1.157009
-76,92,1.152398
-74,92,1.131557
-72,92,1.183429
-70,92,1.134106
-68,92,1.15105
-66,92,1.151276
-64,92,1.153003
-62,92,1.159207
-60,92,1.157462
-58,92,1.157452
-56,92,1.152611
-54,92,1.149203
-52,92,1.159682
-50,92,1.134082
-48,92,1.153706
-46,92,1.155675
-44,92,1.16469
-42,92,1.153646
-40,92,1.9679
-38,92,1.963733
-36,92,1.962123
-34,92,1.961291
-32,92,1.961192
-30,92,1.960528
-28,92,1.96875
-26,92,1.972814
-24,92,1.976005
-22,92,1.967695
-20,92,1.976199
-18,92,1.974927
-16,92,1.972858
-14,92,1.973302
-12,92,1.976307
-10,92,1.967588
-8,92,1.976658
-6,92,1.96761
-4,92,1.960667
-2,92,1.954669
0,92,1.959868
2,92,1.96126
4,92,1.967593
6,92,1.967052
8,92,1.970319
10,92,1.968364
12,92,1.981989
14,92,1.984285
16,92,1.980156
18,92,1.977526
20,92,1.97799
22,92,1.963645
24,92,1.977153
26,92,1.977961
28,92,1.968124
30,92,1.969895
32,92,1.966023
34,92,1.972177
36,92,1.9682
38,92,1.971349
40,92,1.963524
42,92,1.163094
44,92,1.235883
46,92,1.143939
48,92,1.150115
50,92,1.163133
52,92,1.167302
54,92,1.168082
56,92,1.192649
58,92,1.155263
60,92,1.147175
62,92,1.15616
64,92,1.145729
66,92,1.15246
68,92,1.144099
70,92,1.158958
72,92,1.147815
74,92,1.164736
76,92,1.163938
78,92,1.147787
80,92,1.158805
82,92,1.151806
84,92,1.139581
86,92,1.14785
88,92,1.149128
90,92,1.14865
92,92,1.153362
94,92,1.163734
96,92,1.163954
98,92,1.179409
100,92,1.15741
102,92,1.141484
104,92,1.154773
106,92,1.180797
108,92,1.164896
108,90,1.169446
106,90,1.167191
104,90,1.16045
102,90,1.145475
100,90,1.156815
98,90,1.145076
96,90,1.165236
94,90,1.163562
92,90,1.162204
90,90,1.150595
88,90,1.143812
86,90,1.151863
84,90,1.149247
82,90,1.163988
80,90,1.151392
78,90,1.151353
76,90,1.152168
74,90,1.15556
72,90,1.15402
70,90,1.154608
68,90,1.148288
66,90,1.149083
64,90,1.151825
62,90,1.147683
60,90,1.142438
58,90,1.155427
56,90,1.156882
54,90,1.14626
52,90,1.154833
50,90,1.167874
48,90,1.176819
46,90,1.149437
44,90,1.140721
42,90,1.157037
40,90,1.965563
38,90,1.970027
36,90,1.970679
34,90,1.973855
32,90,1.96736
30,90,1.970385
28,90,1.976379
26,90,1.981799
24,90,1.977743
22,90,1.969919
20,90,1.98372
18,90,1.978841
16,90,1.980767
14,90,1.982275
12,90,1.982344
10,90,1.976603
8,90,1.974553
6,90,1.968319
4,90,1.968358
2,90,1.965612
0,90,1.958269
-2,90,1.958549
-4,90,1.965533
-6,90,1.975013
-8,90,1.972605
-10,90,1.973735
-12,90,1.979341
-14,90,1.976291
-16,90,1.978045
-18,90,1.977574
-20,90,1.974801
-22,90,1.969544
-24,90,1.978806
-26,90,1.972926
-28,90,1.964852
-30,90,1.954391
-32,90,1.951888
-34,90,1.963121
-36,90,1.957973
-38,90,1.96931
-40,90,1.954898
-42,90,1.154407
-44,90,1.157837
-46,90,1.140847
-48,90,1.132632
-50,90,1.150985
-52,90,1.150384
-54,90,1.137666
-56,90,1.159289
-58,90,1.164131
-60,90,1.160867
-62,90,1.147946
-64,90,1.157558
-66,90,1.144894
-68,90,1.126753
-70,90,1.136116
-72,90,1.120339
-74,90,1.080068
-76,90,1.135167
-78,90,1.140967
-80,90,1.147073
-82,90,1.118678
-84,90,1.143603
-86,90,1.136455
-88,90,1.163061
-90,90,1.157409
-92,90,1.153972
-94,90,1.171137
-96,90,1.146496
-98,90,1.165424
-100,90,1.157925
-102,90,1.135824
-104,90,1.141026
-106,90,1.152678
-108,90,1.142509
-110,88,1.145299
-108,88,1.129289
-106,88,1.141471
-104,88,1.141371
-102,88,1.149293
-100,88,1.140504
-98,88,1.15685
-96,88,1.150087
-94,88,1.16021
-92,88,1.136966
-90,88,1.166764
-88,88,1.137861
-86,88,1.142671
-84,88,1.145358
-82,88,1.154211
-80,88,1.135124
-78,88,1.154232
-76,88,1.157887
-74,88,1.152145
-72,88,1.153042
-70,88,1.163005
-68,88,1.147713
-66,88,1.148918
-64,88,1.143945
-62,88,1.140769
-60,88,1.159524
-58,88,1.152322
-56,88,1.16075
-54,88,1.16739
-52,88,1.160076
-50,88,1.155635
-48,88,1.145178
-46,88,1.146203
-44,88,1.166973
-42,88,1.157876
-40,88,1.962744
-38,88,1.967867
-36,88,1.966386
-34,88,1.964218
-32,88,1.962481
-30,88,1.960071
-28,88,1.963764
-26,88,1.973595
-24,88,1.97991
-22,88,1.970211
-20,88,1.976927
-18,88,1.981254
-16,88,1.982485
-14,88,1.980857
-12,88,1.978415
-10,88,1.971329
-8,88,1.976241
-6,88,1.975947
-4,88,1.971652
-2,88,1.96511
0,88,1.955228
2,88,1.971577
4,88,1.969343
6,88,1.967216
8,88,1.976631
10,88,1.98376
12,88,1.984885
14,88,1.990116
16,88,1.980902
18,88,1.982404
20,88,1.982625
22,88,1.985308
24,88,1.97612
26,88,1.987152
28,88,1.977184
30,88,1.97397
32,88,1.971183
34,88,1.96747
36,88,1.970876
38,88,1.968709
40,88,1.973551
42,88,1.182169
44,88,1.170156
46,88,1.152044
48,88,1.161462
50,88,1.158137
52,88,1.157743
54,88,1.175922
56,88,1.149538
58,88,1.149583
60,88,1.162654
62,88,1.150099
64,88,1.138193
66,88,1.158409
68,88,1.157605
70,88,1.159409
72,88,1.165734
74,88,1.141216
76,88,1.155356
78,88,1.163177
80,88,1.161031
82,88,1.151057
84,88,1.133374
86,88,1.165057
88,88,1.168367
90,88,1.149323
92,88,1.175215
94,88,1.167455
96,88,1.154694
98,88,1.163172
100,88,1.14894
102,88,1.151294
104,88,1.166444
106,88,1.165202
108,88,1.170459
110,88,1.164262
112,86,1.172014
110,86,1.17409
108,86,1.168164
106,86,1.155384
104,86,1.152968
102,86,1.168209
100,86,1.15222
98,86,1.147835
96,86,1.155898
94,86,1.171841
92,86,1.157062
90,86,1.156585
88,86,1.150172
86,86,1.151763
84,86,1.160399
82,86,1.167505
80,86,1.164767
78,86,1.143825
76,86,1.148674
74,86,1.145864
72,86,1.158776
70,86,1.155671
68,86,1.154614
66,86,1.156776
64,86,1.155554
62,86,1.151882
60,86,1.149268
58,86,1.148804
56,86,1.164737
54,86,1.170861
52,86,1.155074
50,86,1.160472
48,86,1.165723
46,86,1.150493
44,86,1.161065
42,86,1.18145
40,86,1.965293
38,86,1.971773
36,86,1.971175
34,86,1.970242
32,86,1.966823
30,86,1.980022
28,86,1.981692
26,86,1.986216
24,86,1.979447
22,86,1.984691
20,86,1.987579
18,86,1.9849
16,86,1.984531
14,86,1.992172
12,86,1.987249
10,86,1.984676
8,86,1.981319
6,86,1.969333
4,86,1.973565
2,86,1.977713
0,86,1.959052
-2,86,1.973359
-4,86,1.976301
-6,86,1.983814
-8,86,1.97892
-10,86,1.97619
-12,86,1.980829
-14,86,1.988031
-16,86,1.986569
-18,86,1.982917
-20,86,1.974147
-22,86,1.972329
-24,86,1.983826
-26,86,1.977167
-28,86,1.967112
-30,86,1.960848
-32,86,1.963925
-34,86,1.960166
-36,86,1.962688
-38,86,1.962581
-40,86,1.961326
-42,86,1.155564
-44,86,1.1594
-46,86,1.150372
-48,86,1.145702
-50,86,1.14809
-52,86,1.14891
-54,86,1.168971
-56,86,1.169863
-58,86,1.156917
-60,86,1.153864
-62,86,1.153067
-64,86,1.15653
-66,86,1.14963
-68,86,1.138871
-70,86,1.151173
-72,86,1.150026
-74,86,1.145117
-76,86,1.143203
-78,86,1.144801
-80,86,1.134576
-82,86,1.131396
-84,86,1.145515
-86,86,1.150168
-88,86,1.117556
-90,86,1.155792
-92,86,1.148539
-94,86,1.144111
-96,86,1.150806
-98,86,1.144497
-100,86,1.144303
-102,86,1.13392
-104,86,1.151668
-106,86,1.152109
-108,86,1.147356
-110,86,1.153253
-112,86,1.143426
-114,84,1.136755
-112,84,1.125904
-110,84,1.145019
-108,84,1.155816
-106,84,1.160996
-104,84,1.159785
-102,84,1.135734
-100,84,1.139559
-98,84,1.126739
-96,84,1.14523
-94,84,1.140461
-92,84,1.144174
-90,84,1.150889
-88,84,1.136709
-86,84,1.144149
-84,84,1.146948
-82,84,1.154826
-80,84,1.13199
-78,84,1.135884
-76,84,1.155679
-74,84,1.147668
-72,84,1.156875
-70,84,1.148778
-68,84,1.150502
-66,84,1.146039
-64,84,1.156644
-62,84,1.15201
-60,84,1.151012
-58,84,1.152333
-56,84,1.162003
-54,84,1.175363
-52,84,1.150412
-50,84,1.144469
-48,84,1.125823
-46,84,1.120867
-44,84,1.145495
-42,84,1.151937
-40,84,1.962558
-38,84,1.968412
-36,84,1.958448
-34,84,1.962406
-32,84,1.963697
-30,84,1.957495
-28,84,1.972286
-26,84,1.976948
-24,84,1.983976
-22,84,1.973587
-20,84,1.975399
-18,84,1.978856
-16,84,1.994855
-14,84,1.988522
-12,84,1.9798
-10,84,1.974638
-8,84,1.971665
-6,84,1.980652
-4,84,1.970913
-2,84,1.979326
0,84,1.958246
2,84,1.979902
4,84,1.968045
6,84,1.973005
8,84,1.978604
10,84,1.975698
12,84,1.987998
14,84,2.001151
16,84,1.983989
18,84,1.981007
20,84,1.987536
22,84,1.983211
24,84,1.981606
26,84,1.990127
28,84,1.985358
30,84,1.984265
32,84,1.967794
34,84,1.96729
36,84,1.972537
38,84,1.967017
40,84,1.967239
42,84,1.149105
44,84,1.153418
46,84,1.167903
48,84,1.163955
50,84,1.16423
52,84,1.154915
54,84,1.146369
56,84,1.152504
58,84,1.170807
60,84,1.153214
62,84,1.152418
64,84,1.156388
66,84,1.164093
68,84,1.183478
70,84,1.15143
72,84,1.155966
74,84,1.143652
76,84,1.150587
78,84,1.145262
80,84,1.155909
82,84,1.167711
84,84,1.15681
86,84,1.155508
88,84,1.143754
90,84,1.151336
92,84,1.152017
94,84,1.1629
96,84,1.147686
98,84,1.15582
100,84,1.156116
102,84,1.173656
104,84,1.160877
106,84,1.094763
108,84,1.118352
110,84,1.164997
112,84,1.161465
114,84,1.151737
114,82,1.154183
112,82,1.148538
110,82,1.162237
108,82,1.129312
106,82,1.14748
104,82,1.107558
102,82,1.189435
100,82,1.165692
98,82,1.150374
96,82,1.168393
94,82,1.158303
92,82,1.178324
90,82,1.167129
88,82,1.146687
86,82,1.167595
84,82,1.162808
82,82,1.16334
80,82,1.159505
78,82,1.162538
76,82,1.152839
74,82,1.145565
72,82,1.189573
70,82,1.146897
68,82,1.156001
66,82,1.187326
64,82,1.142319
62,82,1.137073
60,82,1.140371
58,82,1.172555
56,82,1.138119
54,82,1.142223
52,82,1.171114
50,82,1.198382
48,82,1.170275
46,82,1.15216
44,82,1.14479
42,82,1.168277
40,82,1.969357
38,82,1.969529
36,82,1.974597
34,82,1.967817
32,82,1.970626
30,82,1.986048
28,82,1.99018
26,82,1.992418
24,82,1.983755
22,82,1.986709
20,82,1.993718
18,82,2.009181
16,82,1.993775
14,82,1.984234
12,82,1.993818
10,82,1.974589
8,82,1.9862
6,82,1.980834
4,82,1.971373
2,82,1.982811
0,82,1.961349
-2,82,1.966031
-4,82,1.985255
-6,82,1.979361
-8,82,1.981459
-10,82,1.973576
-12,82,1.98175
-14,82,1.991926
-16,82,1.986876
-18,82,1.988277
-20,82,2.004626
-22,82,1.973827
-24,82,1.987173
-26,82,1.981406
-28,82,1.971835
-30,82,1.961796
-32,82,1.963705
-34,82,1.965735
-36,82,1.96089
-38,82,1.961943
-40,82,1.96103
-42,82,1.155704
-44,82,1.156582
-46,82,1.17484
-48,82,1.133861
-50,82,1.142883
-52,82,1.151918
-54,82,1.149748
-56,82,1.166078
-58,82,1.158575
-60,82,1.150712
-62,82,1.138313
-64,82,1.139797
-66,82,1.119932
-68,82,1.146699
-70,82,1.134869
-72,82,1.155076
-74,82,1.149554
-76,82,1.147395
-78,82,1.150884
-80,82,1.14744
-82,82,1.144103
-84,82,1.179207
-86,82,1.136071
-88,82,1.150589
-90,82,1.14597
-92,82,1.160414
-94,82,1.144244
-96,82,1.139728
-98,82,1.157768
-100,82,1.148471
-102,82,1.143386
-104,82,1.153557
-106,82,1.146957
-108,82,1.14073
-110,82,1.164609
-112,82,1.140475
-114,82,1.143492
-116,80,1.135957
-114,80,1.158596
-112,80,1.135219
-110,80,1.142205
-108,80,1.135188
-106,80,1.148824
-104,80,1.162427
-102,80,1.170328
-100,80,1.162852
-98,80,1.143305
-96,80,1.142813
-94,80,1.138118
-92,80,1.141445
-90,80,1.140144
-88,80,1.173654
-86,80,1.138771
-84,80,1.136839
-82,80,1.162161
-80,80,1.151185
-78,80,1.156364
-76,80,1.152438
-74,80,1.144052
-72,80,1.157109
-70,80,1.154982
-68,80,1.169618
-66,80,1.179011
-64,80,1.161328
-62,80,1.131077
-60,80,1.144684
-58,80,1.140695
-56,80,1.153925
-54,80,1.166756
-52,80,1.155793
-50,80,1.146283
-48,80,1.139228
-46,80,1.128555
-44,80,1.14189
-42,80,1.156617
-40,80,1.959305
-38,80,1.961571
-36,80,1.962829
-34,80,1.960381
-32,80,1.962638
-30,80,1.966625
-28,80,1.971813
-26,80,1.972424
-24,80,1.975732
-22,80,1.984589
-20,80,1.99098
-18,80,1.98475
-16,80,1.985351
-14,80,1.994736
-12,80,1.990553
-10,80,1.997536
-8,80,1.986024
-6,80,1.976714
-4,80,1.978374
-2,80,1.97772
0,80,1.964815
2,80,1.985588
4,80,1.961221
6,80,1.985443
8,80,1.992463
10,80,1.984128
12,80,1.995186
14,80,1.998099
16,80,1.993073
18,80,1.985435
20,80,1.984915
22,80,1.9881
24,80,1.978718
26,80,1.981624
28,80,1.973305
30,80,1.987971
32,80,1.970427
34,80,1.966067
36,80,1.970331
38,80,1.970685
40,80,1.971672
42,80,1.174782
44,80,1.154567
46,80,1.155247
48,80,1.144776
50,80,1.170953
52,80,1.136035
54,80,1.150596
56,80,1.130395
58,80,1.13848
60,80,1.147026
62,80,1.145643
64,80,1.139836
66,80,1.176765
68,80,1.143289
70,80,1.162831
72,80,1.161588
74,80,1.158806
76,80,1.153697
78,80,1.15291
80,80,1.15966
82,80,1.156495
84,80,1.161772
86,80,1.177746
88,80,1.173632
90,80,1.168581
92,80,1.163972
94,80,1.172762
96,80,1.157191
98,80,1.164646
100,80,1.170409
102,80,1.262077
104,80,1.260869
106,80,1.263137
108,80,1.199506
110,80,1.162456
112,80,1.148606
114,80,1.153668
116,80,1.190877
118,78,1.17052
116,78,1.156899
114,78,1.141691
112,78,1.15063
110,78,1.150423
108,78,1.149022
106,78,1.137101
104,78,1.28273
102,78,1.24692
100,78,1.245591
98,78,1.161331
96,78,1.165915
94,78,1.166983
92,78,1.174022
90,78,1.158646
88,78,1.165064
86,78,1.165237
84,78,1.151158
82,78,1.168862
80,78,1.162341
78,78,1.160847
76,78,1.159994
74,78,1.147697
72,78,1.159724
70,78,1.155133
68,78,1.136782
66,78,1.157885
64,78,1.152877
62,78,1.158482
60,78,1.156043
58,78,1.154836
56,78,1.157396
54,78,1.137105
52,78,1.142168
50,78,1.133041
48,78,1.157918
46,78,1.165304
44,78,1.146279
42,78,1.145246
40,78,1.971627
38,78,1.973217
36,78,1.970865
34,78,1.973859
32,78,1.974924
30,78,1.978917
28,78,1.979199
26,78,1.981353
24,78,1.987393
22,78,1.977979
20,78,1.996957
18,78,1.983579
16,78,1.988387
14,78,1.982373
12,78,1.9884
10,78,1.98674
8,78,1.997199
6,78,1.993032
4,78,1.969736
2,78,1.981546
0,78,1.965949
-2,78,1.980736
-4,78,1.971883
-6,78,1.979109
-8,78,2.004768
-10,78,1.98984
-12,78,2.002561
-14,78,1.981703
-16,78,1.98343
-18,78,1.983801
-20,78,1.982231
-22,78,1.979237
-24,78,1.973835
-26,78,1.96497
-28,78,1.980059
-30,78,1.964384
-32,78,1.96173
-34,78,1.957947
-36,78,1.959623
-38,78,1.958409
-40,78,1.964983
-42,78,1.153707
-44,78,1.153095
-46,78,1.155961
-48,78,1.13753
-50,78,1.150084
-52,78,1.170466
-54,78,1.153324
-56,78,1.162219
-58,78,1.159056
-60,78,1.142227
-62,78,1.144552
-64,78,1.156066
-66,78,1.153724
-68,78,1.14752
-70,78,1.151071
-72,78,1.134566
-74,78,1.141417
-76,78,1.157748
-78,78,1.14081
-80,78,1.149485
-82,78,1.153785
-84,78,1.145834
-86,78,1.155348
-88,78,1.136047
-90,78,1.132499
-92,78,1.138168
-94,78,1.16418
-96,78,1.141989
-98,78,1.149782
-100,78,1.142648
-102,78,1.185777
-104,78,1.145484
-106,78,1.146378
-108,78,1.143617
-110,78,1.146273
-112,78,1.150941
-114,78,1.148726
-116,78,1.133291
-118,78,1.144255
-118,76,1.130988
-116,76,1.157191
-114,76,1.154128
-112,76,1.159235
-110,76,1.158911
-108,76,1.134759
-106,76,1.14901
-104,76,1.14881
-102,76,1.14055
-100,76,1.139981
-98,76,1.140346
-96,76,1.1632
-94,76,1.135476
-92,76,1.151997
-90,76,1.12989
-88,76,1.13864
-86,76,1.148038
-84,76,1.144492
-82,76,1.130849
-80,76,1.155084
-78,76,1.147096
-76,76,1.134496
-74,76,1.131615
-72,76,1.134955
-70,76,1.158249
-68,76,1.13743
-66,76,1.155101
-64,76,1.155368
-62,76,1.14517
-60,76,1.127542
-58,76,1.148803
-56,76,1.163096
-54,76,1.150041
-52,76,1.14609
-50,76,1.113542
-48,76,1.139433
-46,76,1.150922
-44,76,1.148175
-42,76,1.153225
-40,76,1.957858
-38,76,1.955173
-36,76,1.970744
-34,76,1.972603
-32,76,1.962976
-30,76,1.967014
-28,76,1.994702
-26,76,1.980408
-24,76,1.976555
-22,76,1.984613
-20,76,1.986188
-18,76,1.983912
-16,76,1.979993
-14,76,1.992108
-12,76,1.986874
-10,76,1.973762
-8,76,1.978292
-6,76,1.970575
-4,76,1.968636
-2,76,1.978132
0,76,1.955549
2,76,1.979531
4,76,1.971415
6,76,1.976119
8,76,1.973998
10,76,1.995006
12,76,1.977373
14,76,1.981922
16,76,1.989145
18,76,2.001067
20,76,1.999213
22,76,1.97603
24,76,1.986578
26,76,1.986722
28,76,1.978687
30,76,1.965957
32,76,1.979572
34,76,1.959619
36,76,1.988978
38,76,1.981525
40,76,1.97644
42,76,1.148828
44,76,1.167637
46,76,1.160631
48,76,1.152063
50,76,1.15305
52,76,1.150676
54,76,1.142894
56,76,1.161193
58,76,1.161245
60,76,1.141512
62,76,1.178849
64,76,1.150298
66,76,1.153522
68,76,1.155233
70,76,1.156677
72,76,1.162206
74,76,1.142241
76,76,1.15792
78,76,1.159237
80,76,1.168006
82,76,1.158201
84,76,1.145635
86,76,1.170809
88,76,1.138014
90,76,1.169781
92,76,1.188755
94,76,1.166284
96,76,1.157809
98,76,1.249165
100,76,1.182725
